target,datasource,target_kind,seed,tile_size,power_full_score,dc_vector_score,power_ac_score,power_ac_std,power_ac_null,cross_ac_score,cross_ac_std,cross_ac_null,dc_gain,phase_gain
changepoint_mode,toy_changepoint_modes_d64,classification,42,16,0.14172179536150126,0.2902551370198429,0.16353217248437837,0.028650314976905518,0.1151871111130012,0.12754332064993829,0.02085026425176986,0.12194840999214066,0.12672296453546453,-0.03598885183444009
changepoint_mode,toy_changepoint_modes_d64,classification,42,32,0.12337995337995337,0.21952047952047954,0.12582459207459207,0.02833836041459905,0.13227022568934332,0.141983016983017,0.01685027758018325,0.14220978572081516,0.09369588744588747,0.016158424908424923
changepoint_tss,toy_changepoint_modes_d64,regression,42,4,0.07551049164746022,-0.02966662188141813,0.4682939356608922,0.047739041871221785,-0.07553717759156324,0.3115568019767134,0.09201904208287881,-0.33194410444330086,-0.49796055754231033,-0.1567371336841788
changepoint_tss,toy_changepoint_modes_d64,regression,42,8,-0.07445382146241179,-0.05417470251716048,-0.15859080006099457,0.08766913386503322,-0.11317861818560862,-1.4857266265921034,0.5512213934025596,-1.3163026643704416,0.1044160975438341,-1.3271358265311088
changepoint_tss,toy_changepoint_modes_d64,regression,42,16,-0.21215261643959601,-0.02697597429695948,-0.1797306162806453,0.15550971380245945,-0.22034589186832837,-4.41696213548,0.9597738393789158,-5.835255072984832,0.15275464198368582,-4.237231519199355
changepoint_tss,toy_changepoint_modes_d64,regression,42,32,-0.5441803113073471,-0.0697275115276775,-0.5243987248448777,0.4374601177950725,-0.47841842984604666,-1.1251213826421433,0.3916945483881077,-0.9346437066050932,0.4546712133172002,-0.6007226577972656
hedging_confidence,toy_hedging_drift_d64,regression,42,4,-0.044166712654434906,0.34037951576536474,-0.05145631877121817,0.044596725444808166,-0.07427425645562277,-0.24600441652406105,0.12515809376078957,-0.36466162886149567,0.3918358345365829,-0.19454809775284287
hedging_confidence,toy_hedging_drift_d64,regression,42,8,-0.11011744309291731,0.1661196256144432,-0.06456187088223068,0.05983881376472242,-0.1305649028079531,-2.0578822971436734,0.3339087660265076,-1.6590676133071618,0.2306814964966739,-1.9933204262614428
hedging_confidence,toy_hedging_drift_d64,regression,42,16,-0.2550928971475618,0.11494154557833411,-0.2116645778664275,0.09203093899335581,-0.17107128827199752,-7.828687324295386,1.2536597404331205,-8.399744826972972,0.3266061234447616,-7.617022746428958
hedging_confidence,toy_hedging_drift_d64,regression,42,32,-0.4655769003720681,0.13359674737629398,-0.4558677340447289,0.09374470747792818,-0.33245208118370756,-1.3261834475012002,0.1917595874775097,-1.6543484045292893,0.5894644814210229,-0.8703157134564713
recipe_equality,toy_recipe_instruction_d64,classification,42,4,0.5699727666893611,0.5984620943371436,0.6667705235245638,0.050186508794324104,0.5172476703612705,0.6568764706584966,0.04827777435869661,0.561915964028801,-0.0683084291874202,-0.009894052866067149
recipe_equality,toy_recipe_instruction_d64,classification,42,8,0.5222044975776319,0.552551839492138,0.5236480374540076,0.03213133320921821,0.5200559702048908,0.48190884235660364,0.03151670373011389,0.5164009756230336,0.028903802038130477,-0.041739195097403925
recipe_equality,toy_recipe_instruction_d64,classification,42,16,0.5544711538461539,0.5835412449392713,0.5251543522267207,0.05896534814530421,0.4604217443467082,0.5340827429149797,0.055182641632969244,0.5106186946213118,0.0583868927125506,0.008928390688259014
recipe_equality,toy_recipe_instruction_d64,classification,42,32,0.4931871731871732,0.5693439593439593,0.4874633024633025,0.06549263229986052,0.5170052788496984,0.5316630966630967,0.025382914394372496,0.5137387672946454,0.08188065688065682,0.04419979419979425
assumption_next_state,toy_assumption_consequence_d64,classification,42,4,0.365944471192425,0.3844773916628118,0.3773930474131556,0.13457594127587405,0.3305323867480322,0.31543087849808515,0.07070175086443067,0.3450380879588157,0.007084344249656205,-0.06196216891507045
assumption_next_state,toy_assumption_consequence_d64,classification,42,8,0.3625859978577123,0.3305420256968802,0.3364698962446533,0.05068950853482546,0.3463540654229638,0.29324797340449305,0.028216838348629782,0.3201483717794499,-0.005927870547773106,-0.04322192284016024
assumption_next_state,toy_assumption_consequence_d64,classification,42,16,0.34982652428216937,0.34718637992831536,0.31933344657134977,0.04134668619947524,0.35463704424449943,0.34068799480089795,0.03846238692246927,0.3379892665256613,0.027852933356965592,0.021354548229548187
assumption_next_state,toy_assumption_consequence_d64,classification,42,32,0.32014260249554366,0.3833658716011657,0.3101038395156042,0.05350144219565188,0.3865385319351028,0.2957219251336899,0.0237836440533572,0.3322275206039339,0.07326203208556148,-0.01438191438191433
